hi	مرحبًا
you should keep your room clean	يجب ان تحافظ علي نظافه غرفتك
you should keep your room clean	ينبغي عليك أن تُبقي غرفتك نظيفة
youd better consult the doctor	الأفضل أن تستشير الطبيب
youre toms friend arent you	أنت صديق توم، أليس ذلك صحيحاً؟
youre exaggerating the problem	إنك تعطي المسألة أكثر مما تستحقه
youre exaggerating the problem	إنك تكبر المشكلة
youre exaggerating the problem	إنك تعطي المسألة أكثر من حقها
your chair is identical to mine	كرسيّك مثل كرسيي تمامًا
your chair is identical to mine	كرسيك مطابقٌ لكرسيي
your privacy is important to us	خصوصيتك مهمة لنا
your problem is similar to mine	مشكلتك شبيهة بمشكلتي
can somebody help me i will	هل يستطيع أحدٌ مساعدتي؟ سأفعل
how old are you im sixteen	كم عمرك؟ ستة عشر عاماً
a toothache deprived me of sleep	حرمني ألم في الأسنان من النوم
a woman without a man is nothing	المرأة بلا رجل لا شيء
are these my socks or your socks	هل هؤلاء جواربي أم جواربك؟
at what time does your class end	في أي وقت ينتهي صفك؟
be careful when you cross a road	التمس الحذر وأنت تعبر الطريق
because he lied he was punished	عوقب على كذبه
because hes sick he cant come	لن يكون بوسعه القدوم بسبب مرضه
because hes sick he cant come	لن يستطيع المجيء لأنه مريض
can it be phrased in another way	ألا يمكن صياغتها بطَريقة أخرى؟
cant you do anything to help me	ألا تستطيع مساعدتي بأي شيء؟
dna tests showed he was innocent	إختبارات الحمض النووي أظهرت أنه برئ
did you forget your wallet again	هل نسيت محفظتك مرّة أخرى؟
do you have the key to this door	ألديك مفتاح هذا الباب؟
do you know how to open this box	هل تعرف كيف تفتح هذا الصندوق؟
do you love each other that much	هل تحبان بعضكما بعضاً إلى ذلك الحد؟
do you love each other very much	هل تحبان بعضكما البعض بشدة؟
do you love each other very much	هل تحبان بعضكما كثيرًا؟
do you really want me to do that	هل تريدني حقاً أن أفعل هذا؟
do you really want me to do that	هل تريديني حقاً أن أفعل هذا؟
do you want me to comb your hair	هل تريديني أن أمشط شعرك
dont forget to mail the letters	لا تنس أن تبعث الرّسائل من مركز البريد
dont forget to mail the letters	لا تنس أن تبعث الرّسائل
dont interrupt our conversation	لا تقاطع حديثنا
dont trust anybody but yourself	لا تثق بأحد عدى نفسك
dont worry you can count on me	لا تقلق يمكنك الإعتماد علي
each cat has its own personality	كل قطة لها شخصيتها المستقلة
each country has its own customs	كل بلد و له عاداته و تقاليده
earthquakes frequently hit japan	تضرب الزلازل اليابان بكثرة
english is studied in china too	تُدرْسُ الإنجليزية في الصين أيضًا
even children can read this book	حتى الأطفال بإمكانهم قراءة هذا الكتاب
even idiots can give good advice	خذ الحكمة من أفواه المجانين
everyone went there didnt they	ذهب الجميع إلى هناك، أليس كذلك؟
for that reason he lost his job	من أجل ذلك فقد عمله
for that reason he lost his job	خسر وظيفته لذاك السبب
have you ever prayed in a mosque	هل سبق لك و أن صلّيت في مسجد؟
he always treats me like a child	هو دائماً ما يتعامل معي كطفل
he continued walking for a while	واصل المشي لفترة
he felt her hand on his shoulder	شعر بيدها على كتفه
he gave his life for his country	أعطى بلده حياته
he has a car that has four doors	لديه سيارة بأربعة أبواب
he is a potential world champion	بإمكانه أن يصبح بطلاً للعالم
he is a wolf in sheeps clothing	هو ذئب في ثياب النعاج
he is capable of teaching french	هو قادر على تدريس اللغة الفرنسية
he is just now speaking with her	إنه يتحدث الأن معها
he often drives his fathers car	عادةً ما يقود سيارة أبيه
he read the letter over and over	قرأ الرسالة مرة بعد مرة
he stepped on my foot on purpose	تعمد أن يدوس على قدمي
he told me he would go to venice	أخبرني أنه سيذهب إلى فينس
he told me not to drive too fast	أخبرني ألّا أقود بسرعة عالية
he told me not to drive too fast	قال لي ألا أقود بسرعة
he told me not to drive too fast	نبهني ألا أقود بسرعة
he told me not to drive too fast	نصحني ألا أقود بسرعة
he told me not to drive too fast	نهاني عن القيادة بسرعة
he will arrive in paris tomorrow	سوف يصل الى باريس غداً
he will often forget his promise	غالبا ما ينسى وعوده
he works in the planning section	يعمل في قسم التخطيط
his son was expelled from school	فُصِل ابنه من المدرسة
how did you know what she wanted	كيف علمتَ ماذا كانت تريد؟
how did you know what she wanted	كيفَ علمتيِ ما كانت تريدهُ؟
how many are there in your class	كم طالبًا في فصلك؟
hurry up or youll miss the bus	أسرع و إلا فاتك الباص
i am ashamed of my sons conduct	أخجلُ من تصرّفِ وَلدي
i am constantly forgetting names	أنا دائما ما أنسى الأسماء
i asked tom to stop following us	طلبت من توم ألّا يلاحقنا أكثر
i asked tom to stop following us	طلبت من توم أن يتوقف عن ملاحقتنا
i asked him not to drive so fast	طلبت منه ألا يقود بسرعة
i cant believe i agreed to this	لا يمكنني أن أصدق أني وافقت على ذلك
i did not mean to disappoint her	لم أكن أقصد إحباطها
i didnt know where it came from	لا أعلم من أين أتت
i didnt know where it came from	ليس لدي علم من أين جاءت
i didnt know where it came from	لا أعرف ما مصدرها
i do not think that he will come	لا أعتقد أنه سيأتي
i dont expect anything from you	لا أتوقع منك شيئا
i dont have a problem with this	ليس لدي مشاكل مع هذه
i dont have the address with me	ليس معي العنوان
i dont know what to do tomorrow	لا أعرف ما أفعلُهُ غداً
i dont know where i should look	لا أعلم إلى أين أنظر
i dont know why i just did that	لا أعلم لم فعلت ذلك
i dont want to watch that movie	لا أريد مشاهدة ذلك الفيلم
